1137996748	20221104	202211	2022	2022.8329											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	5	1	5	0.51948051948052	0								1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20231104000000	https://tn.chalkbeat.org/2023/11/3/23945539/mlk-college-prep-trezevant-students-have-choices-during-frayser-construction
1137996749	20221104	202211	2022	2022.8329											EDU	SCHOOL						EDU			0	190	190	19	4	-10.0	1	1	1	-5.50458715596331	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20231104000000	https://www.9news.com/article/news/local/biden-lewiston-maine-shooting/97-d7b95b2a-35d3-48a0-bfec-5ec2d6b45338
1137996750	20221104	202211	2022	2022.8329	AUS	PERTH	AUS																		1	020	020	02	1	3.0	5	1	5	0.42283298097251	1	Australia	AS	AS		-25	135	AS	0								4	James Bay, Canada (general), Canada	CA	CA00	154724	53	-80.5	-1506381	20231104000000	https://www.bluemountainsgazette.com.au/story/8411927/lithium-developer-roughly-on-track-despite-bushfires/?cs=30776
1137996751	20221104	202211	2022	2022.8329	BHR	BAHRAIN	BHR								GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	2	1	2	-6.02409638554217	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	1	Bahrain	BA	BA		26	50.5	BA	20231104000000	https://www.aol.com/tory-mp-told-protester-back-171739299.html
1137996752	20221104	202211	2022	2022.8329	BHR	BAHRAIN	BHR								GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	4	1	4	-6.02409638554217	1	Bahrain	BA	BA		26	50.5	BA	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	1	Bahrain	BA	BA		26	50.5	BA	20231104000000	https://www.aol.com/tory-mp-told-protester-back-171739299.html
1137996753	20221104	202211	2022	2022.8329	BHR	BAHRAIN	BHR								GOV	REGIME						GOV			0	051	051	05	1	3.4	4	1	4	-6.02409638554217	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20231104000000	https://www.aol.com/tory-mp-told-protester-back-171739299.html
1137996754	20221104	202211	2022	2022.8329	BUS	BANK						BUS			CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	6	1	6	0.23174971031286	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20231104000000	https://citylimits.org/2023/11/03/opinion-screened-admissions-policies-only-worsen-segregation-in-nyc-schools/
1137996755	20221104	202211	2022	2022.8329	BUS	BANK						BUS			EDUGOV	SCHOOL						EDU	GOV		1	0841	084	08	2	7.0	6	1	6	0.23174971031286	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20231104000000	https://citylimits.org/2023/11/03/opinion-screened-admissions-policies-only-worsen-segregation-in-nyc-schools/
1137996756	20221104	202211	2022	2022.8329	CANJUD	ONTARIO	CAN					JUD													1	016	016	01	1	-2.0	10	1	10	3.89610389610389	0								0								0								20231104000000	https://barrie.ctvnews.ca/allandale-station-lands-lawsuit-finally-resolved-city-of-barrie-1.6630948
1137996757	20221104	202211	2022	2022.8329	EDU	SCHOOL						EDU													1	042	042	04	1	1.9	5	1	5	0.51948051948052	1	Egypt	EG	EG		27	30	EG	0								1	Egypt	EG	EG		27	30	EG	20231104000000	https://tn.chalkbeat.org/2023/11/3/23945539/mlk-college-prep-trezevant-students-have-choices-during-frayser-construction
1137996758	20221104	202211	2022	2022.8329	EDU	SCHOOL						EDU													0	190	190	19	4	-10.0	1	1	1	-5.50458715596331	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20231104000000	https://www.9news.com/article/news/local/biden-lewiston-maine-shooting/97-d7b95b2a-35d3-48a0-bfec-5ec2d6b45338
1137996759	20221104	202211	2022	2022.8329	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-5.50458715596331	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20231104000000	https://www.9news.com/article/news/local/biden-lewiston-maine-shooting/97-d7b95b2a-35d3-48a0-bfec-5ec2d6b45338
1137996760	20221104	202211	2022	2022.8329	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-5.50458715596331	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20231104000000	https://www.9news.com/article/news/local/biden-lewiston-maine-shooting/97-d7b95b2a-35d3-48a0-bfec-5ec2d6b45338
1137996761	20221104	202211	2022	2022.8329	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-5.50458715596331	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Maine, United States	US	USME		44.6074	-69.3977	ME	3	Monterey Park, California, United States	US	USCA		34.0625	-118.123	1652753	20231104000000	https://www.9news.com/article/news/local/biden-lewiston-maine-shooting/97-d7b95b2a-35d3-48a0-bfec-5ec2d6b45338
