1137789505	20221103	202211	2022	2022.8301											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-1.5625	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20231103024500	https://www.theglobeandmail.com/world/article-culture-wars-a-distraction-from-us-priorities-former-us-speaker-paul/
1137789506	20221103	202211	2022	2022.8301	BRA	BRAZIL	BRA								EDUEDU	COLLEGE						EDU	EDU		1	190	190	19	4	-10.0	1	1	1	-7.52293577981651	3	Bexar County, Texas, United States	US	USTX	TX029	29.4502	-98.517	1383800	1	Brazil	BR	BR		-10	-55	BR	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20231103024500	https://www.huffpost.com/entry/novita-brazil-texas-shooting_n_6543c23ee4b06bc01e234f9d
1137789507	20221103	202211	2022	2022.8301	BRA	BRAZIL	BRA								EDUEDU	COLLEGE						EDU	EDU		1	190	190	19	4	-10.0	4	1	4	-7.52293577981651	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20231103024500	https://www.huffpost.com/entry/novita-brazil-texas-shooting_n_6543c23ee4b06bc01e234f9d
1137789508	20221103	202211	2022	2022.8301	EDU	SCHOOL						EDU													1	010	010	01	1	0.0	2	1	2	1.89228529839883	4	Colorado River, Mexico (general), Mexico	MX	MX00	20955	31.9	-114.95	-1658851	0								4	Colorado River, Mexico (general), Mexico	MX	MX00	20955	31.9	-114.95	-1658851	20231103024500	https://news.ucr.edu/articles/2023/11/01/model-illustrate-scenarios-colorado-river-water-use
1137789509	20221103	202211	2022	2022.8301	EDU	SCHOOL						EDU													1	010	010	01	1	0.0	8	1	8	1.89228529839883	3	Riverside, California, United States	US	USCA	CA067	38.5191	-121.521	253387	0								3	Riverside, California, United States	US	USCA	CA067	38.5191	-121.521	253387	20231103024500	https://news.ucr.edu/articles/2023/11/01/model-illustrate-scenarios-colorado-river-water-use
1137789510	20221103	202211	2022	2022.8301	NGA	NIGERIA	NGA								CHR	CHRISTIAN				CHR					1	190	190	19	4	-10.0	10	1	10	-5.42168674698796	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20231103024500	https://vision.org.au/faith/shining-a-light-on-persecuted-christians/
1137789511	20221103	202211	2022	2022.8301	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	3	1	3	-3.84615384615385	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20231103024500	https://www.hawaiitribune-herald.com/2023/11/02/nation-world-news/infant-deaths-have-risen-for-the-first-time-in-20-years/
1137789512	20221103	202211	2022	2022.8301	USA	NEVADA	USA																		0	120	120	12	3	-4.0	5	1	5	-3.84615384615385	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20231103024500	https://www.hawaiitribune-herald.com/2023/11/02/nation-world-news/infant-deaths-have-risen-for-the-first-time-in-20-years/
1137789513	20221103	202211	2022	2022.8301	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	2	1	2	-1.5625	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20231103024500	https://www.theglobeandmail.com/world/article-culture-wars-a-distraction-from-us-priorities-former-us-speaker-paul/
1137789514	20221103	202211	2022	2022.8301	USA	SAN ANTONIO	USA								BRA	BRAZIL	BRA								1	190	190	19	4	-10.0	3	1	3	-7.52293577981651	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	1	Brazil	BR	BR		-10	-55	BR	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20231103024500	https://www.huffpost.com/entry/novita-brazil-texas-shooting_n_6543c23ee4b06bc01e234f9d
